sub,emotion,X1,Y1,RT,study
39,annoyed,-134,119,9.629,study1
39,calm,2,-1,4.183,study1
39,still,0,3,3.897,study1
39,surprised,43,171,6.308,study1
39,satisfied,243,-28,7.96,study1
39,sluggish,4,-232,5.973,study1
39,peppy,16,232,5.269,study1
39,afraid,-234,156,5.865,study1
40,peppy,103,97,9.548,study1
40,disgusted,-177,214,8.311,study1
40,nervous,-35,188,17.289,study1
40,quiet,2,-84,12.427,study1
40,relaxed,119,-124,7.488,study1
40,surprised,0,117,11.384,study1
40,sluggish,-14,-77,5.353,study1
40,neutral,1,0,8.753,study1
40,enthusiastic,182,172,9.086,study1
40,happy,154,45,10.795,study1
40,afraid,-49,124,7.451,study1
40,satisfied,105,-9,8.334,study1
40,still,1,-127,10.753,study1
40,angry,-119,195,8.899,study1
40,sad,-142,-98,10.939,study1
40,calm,55,-120,6.828,study1
40,annoyed,-36,122,9.305,study1
40,disappointed,-98,-28,7.587,study1
40,aroused,0,235,7.743,study1
40,sleepy,28,-198,9.214,study1
41,relaxed,140,-105,9.105,study1
41,surprised,174,153,2.708,study1
41,afraid,-153,98,4.223,study1
41,peppy,187,126,3.869,study1
41,disgusted,-176,145,3.133,study1
41,sluggish,-213,-239,3.954,study1
41,still,2,-1,3.627,study1
41,happy,210,220,116.27,study1
41,calm,207,-76,3.414,study1
41,angry,-188,181,3.309,study1
41,annoyed,-176,221,2.298,study1
41,disappointed,-181,-122,3.109,study1
41,neutral,1,-2,4.023,study1
41,nervous,-157,-84,228.482,study1
41,enthusiastic,208,164,2.339,study1
41,aroused,225,192,3.11,study1
41,sleepy,0,2,1862.018,study1
41,satisfied,125,67,2.827,study1
41,quiet,4,-1,3.205,study1
41,sad,-149,-114,3.058,study1
42,sluggish,-49,-205,10.621,study1
42,disappointed,-103,1,5.845,study1
42,sleepy,0,-226,5.272,study1
42,enthusiastic,168,179,6.737,study1
42,calm,107,-18,9.473,study1
42,angry,-88,105,6.055,study1
42,afraid,-155,156,9.455,study1
42,relaxed,192,-114,4.708,study1
42,surprised,1,206,5.819,study1
42,sad,-192,-94,6.239,study1
42,peppy,197,190,3.844,study1
42,satisfied,181,1,5.161,study1
42,aroused,0,207,8.416,study1
42,disgusted,-226,2,7.488,study1
42,neutral,0,0,6.295,study1
42,nervous,-80,104,5.305,study1
42,still,1,-61,8.822,study1
42,quiet,152,-137,3.872,study1
42,annoyed,-20,75,4.418,study1
42,happy,222,109,4.534,study1
43,still,40,-231,28.358,study1
43,happy,242,22,48.289,study1
43,relaxed,250,-249,7.807,study1
43,satisfied,248,-248,7.85,study1
43,disappointed,-247,-31,12.243,study1
43,disgusted,-235,25,12.824,study1
43,surprised,7,223,20.296,study1
43,neutral,8,-9,18.081,study1
43,peppy,131,140,10.125,study1
43,annoyed,-249,185,8.23,study1
43,aroused,132,233,18.587,study1
43,sluggish,-243,-123,13.065,study1
43,angry,-245,246,6.903,study1
43,sleepy,64,-240,21.409,study1
43,quiet,115,-248,4.967,study1
43,enthusiastic,183,248,9.448,study1
43,nervous,-81,231,10.147,study1
43,calm,26,-246,7.873,study1
43,sad,-247,-248,8.454,study1
43,afraid,-249,244,16.915,study1
44,aroused,193,202,14.279,study1
44,disappointed,-137,-114,8.059,study1
44,sad,-75,-60,3.708,study1
44,sleepy,-77,-41,3.18,study1
44,peppy,187,205,1.917,study1
44,annoyed,-147,163,1.982,study1
44,satisfied,160,190,1.83,study1
44,sluggish,-122,-73,2.002,study1
44,disgusted,-124,177,2.299,study1
44,afraid,-53,46,1.972,study1
44,quiet,-23,-48,2.082,study1
44,relaxed,2,0,2.253,study1
44,still,2,-4,1.756,study1
44,surprised,196,233,1.874,study1
44,nervous,-63,141,2.217,study1
44,happy,204,243,1.922,study1
44,neutral,4,5,2.722,study1
44,calm,-2,1,2.258,study1
44,enthusiastic,160,185,1.905,study1
44,angry,-133,111,1.979,study1
45,disgusted,-106,111,2.93,study1
45,enthusiastic,169,186,3.376,study1
45,afraid,-180,193,3.074,study1
45,surprised,207,208,2.553,study1
45,quiet,-122,-105,2.477,study1
45,sluggish,-127,-92,2.123,study1
45,sleepy,-173,-110,2.718,study1
45,nervous,-159,-107,2.143,study1
45,sad,-123,-136,2.181,study1
45,neutral,2,1,3.043,study1
45,angry,-211,200,47.974,study1
45,relaxed,-2,1,3.584,study1
45,calm,2,2,2.999,study1
45,aroused,229,211,2.179,study1
45,peppy,217,200,1.751,study1
45,satisfied,216,193,1.711,study1
45,still,3,-3,2.654,study1
45,disappointed,-45,-37,2.75,study1
45,happy,215,213,2.4,study1
45,annoyed,-126,124,1.835,study1
46,aroused,96,-164,15.493,study1
46,nervous,-89,-51,7.413,study1
46,peppy,227,69,6.353,study1
46,neutral,1,0,6.097,study1
46,satisfied,203,-3,9.912,study1
46,sleepy,21,-230,13.183,study1
46,still,-11,-6,13.657,study1
46,happy,219,138,7.047,study1
46,quiet,-15,-119,25.884,study1
46,relaxed,213,-204,10.906,study1
46,disappointed,-155,-148,6.763,study1
46,calm,44,-234,12.206,study1
46,enthusiastic,217,26,9.206,study1
46,disgusted,-218,-219,13.484,study1
46,angry,-242,-2,15.584,study1
46,sluggish,3,-136,6.509,study1
46,annoyed,-178,-9,8.411,study1
46,sad,-85,-224,5.768,study1
46,surprised,118,187,7.043,study1
46,afraid,-196,-100,12.385,study1
47,enthusiastic,184,204,13.328,study1
47,surprised,-2,220,7.458,study1
47,sad,-206,4,3.982,study1
47,afraid,-231,129,2.421,study1
47,disappointed,-212,-164,5.083,study1
47,calm,218,-224,5.112,study1
47,neutral,0,1,2.859,study1
47,quiet,0,3,2.957,study1
47,angry,-225,136,3.094,study1
47,aroused,3,242,3.23,study1
47,relaxed,-3,-238,2.961,study1
47,sluggish,-7,-239,28.717,study1
47,peppy,143,180,3.2,study1
47,satisfied,229,1,2.203,study1
47,happy,236,8,4.603,study1
47,still,-1,4,3.1,study1
47,annoyed,-213,7,3.315,study1
47,sleepy,2,-238,3.223,study1
47,nervous,-240,135,7.413,study1
47,disgusted,-241,101,3.535,study1
48,surprised,0,176,7.096,study1
48,happy,182,196,4.939,study1
48,sluggish,1,-203,4.291,study1
48,satisfied,128,27,6.777,study1
48,neutral,-1,0,3.621,study1
48,relaxed,146,-172,10.197,study1
48,disappointed,-96,61,5.408,study1
48,sad,-207,50,7.61,study1
48,nervous,-129,162,4.799,study1
48,angry,-240,237,3.884,study1
48,enthusiastic,107,85,4.746,study1
48,sleepy,0,-240,5.544,study1
48,annoyed,-22,20,9.019,study1
48,quiet,0,-239,3.961,study1
48,still,0,-249,6.796,study1
48,disgusted,-177,104,6.911,study1
48,peppy,193,121,4.748,study1
48,aroused,0,246,5.058,study1
48,afraid,-211,222,5.599,study1
48,calm,137,-235,5.405,study1
49,afraid,-159,150,5.532,study1
49,surprised,118,35,2.998,study1
49,aroused,100,206,3.005,study1
49,quiet,76,-194,3.181,study1
49,still,-23,-190,2.825,study1
49,sluggish,-96,-63,3.163,study1
49,peppy,161,138,3.235,study1
49,angry,-168,-23,2.451,study1
49,happy,99,104,3.399,study1
49,nervous,-123,138,3.746,study1
49,sleepy,-43,-176,3.404,study1
49,enthusiastic,101,130,2.057,study1
49,neutral,8,-20,2.816,study1
49,satisfied,126,75,3.716,study1
49,annoyed,-51,63,3.308,study1
49,calm,38,72,2.855,study1
49,disgusted,-169,120,3.767,study1
49,sad,-126,-63,4.621,study1
49,relaxed,213,-214,4.413,study1
49,disappointed,-88,-68,4.648,study1
50,nervous,-209,215,5.417,study1
50,still,95,-234,4.708,study1
50,quiet,108,-234,2.546,study1
50,aroused,0,248,3.373,study1
50,disgusted,-211,203,5.955,study1
50,angry,-220,213,2.567,study1
50,disappointed,-211,4,3.538,study1
50,peppy,204,214,3.131,study1
50,neutral,4,-1,2.495,study1
50,relaxed,216,-242,3.232,study1
50,surprised,73,205,5.969,study1
50,satisfied,205,-59,5.615,study1
50,happy,190,85,4.477,study1
50,afraid,-233,176,7.044,study1
50,calm,93,-233,4.607,study1
50,sleepy,4,-236,7.357,study1
50,sluggish,-205,-227,3.062,study1
50,annoyed,-227,55,3.07,study1
50,enthusiastic,197,196,2.867,study1
50,sad,-235,-2,4.318,study1
51,happy,241,-1,8.917,study1
51,afraid,-247,247,5.345,study1
51,disappointed,-155,-134,6.267,study1
51,sluggish,-40,-245,3.81,study1
51,relaxed,245,-247,3.456,study1
51,annoyed,-123,226,5.965,study1
51,surprised,138,247,4.463,study1
51,enthusiastic,210,245,3.323,study1
51,calm,245,-245,7.46,study1
51,sleepy,6,-247,3.715,study1
51,nervous,-70,243,4.143,study1
51,satisfied,164,-82,4.882,study1
51,sad,-236,-30,5.565,study1
51,disgusted,-171,159,8.235,study1
51,still,1,-111,5.961,study1
51,aroused,0,239,3.723,study1
51,neutral,0,0,2.56,study1
51,angry,-246,246,4.095,study1
51,peppy,72,231,3.951,study1
51,quiet,-1,-179,5.22,study1
52,quiet,-3,-206,5.8,study1
52,nervous,-177,201,5.646,study1
52,afraid,-239,239,3.987,study1
52,disgusted,-209,162,9.719,study1
52,satisfied,139,-25,4.096,study1
52,aroused,-1,235,4.312,study1
52,sad,-231,-70,5.682,study1
52,surprised,3,238,6.346,study1
52,peppy,166,222,4.254,study1
52,still,1,-236,4.112,study1
52,angry,-243,245,4.291,study1
52,neutral,0,1,5.588,study1
52,happy,243,0,3.7,study1
52,disappointed,-220,-168,4.385,study1
52,sleepy,0,-202,5.115,study1
52,relaxed,187,-232,4.128,study1
52,sluggish,-202,-224,3.808,study1
52,enthusiastic,238,240,3.899,study1
52,calm,196,-225,2.906,study1
52,annoyed,-231,208,3.616,study1
53,afraid,-155,215,6.256,study1
53,peppy,220,221,5.909,study1
53,angry,-208,175,7.17,study1
53,calm,220,-216,4.614,study1
53,aroused,17,173,5.214,study1
53,enthusiastic,192,124,3.873,study1
53,still,15,-200,6.939,study1
53,annoyed,-103,124,3.438,study1
53,satisfied,180,-61,4.856,study1
53,surprised,0,165,4.096,study1
53,disgusted,-89,-16,3.489,study1
53,sluggish,-85,-47,3.169,study1
53,quiet,1,-68,4.163,study1
53,relaxed,169,-160,3.425,study1
53,happy,205,57,4.718,study1
53,sad,-220,-213,4.35,study1
53,sleepy,-1,-220,8.23,study1
53,nervous,-52,228,4.44,study1
53,neutral,-1,-103,6.05,study1
53,disappointed,-137,-161,4.408,study1
54,annoyed,-245,247,10.507,study1
54,happy,248,246,4.35,study1
54,nervous,-77,246,9.259,study1
54,angry,-246,248,6.148,study1
54,relaxed,242,-241,4.75,study1
54,afraid,-130,247,5.732,study1
54,peppy,56,245,4.773,study1
54,disappointed,-88,-135,5.488,study1
54,satisfied,239,132,4.698,study1
54,still,0,-235,7.38,study1
54,neutral,1,1,5.193,study1
54,aroused,0,247,5.131,study1
54,surprised,108,248,3.244,study1
54,disgusted,-100,124,6.238,study1
54,sad,-244,-244,4.135,study1
54,enthusiastic,248,246,3.178,study1
54,calm,248,-249,3.545,study1
54,sluggish,2,-248,4.77,study1
54,sleepy,86,-237,3.874,study1
54,quiet,126,-247,3.765,study1
55,nervous,115,131,6.56,study1
55,happy,249,247,4.579,study1
55,still,0,0,2.712,study1
55,angry,-240,-234,3.255,study1
55,aroused,-212,-89,1.837,study1
55,neutral,0,1,2.59,study1
55,surprised,172,218,4.327,study1
55,sleepy,-18,-246,4.018,study1
55,disgusted,-249,-19,2.76,study1
55,sad,-243,1,2.888,study1
55,annoyed,-243,-1,3.207,study1
55,peppy,111,126,3.712,study1
55,calm,0,1,2.771,study1
55,disappointed,-215,3,2.645,study1
55,quiet,-28,-67,3.064,study1
55,enthusiastic,41,230,29.99,study1
55,afraid,-116,-1,12.012,study1
55,sluggish,-27,-157,3.434,study1
55,relaxed,-1,-3,2.481,study1
55,satisfied,234,-7,2.984,study1
56,enthusiastic,138,129,5.68,study1
56,nervous,-94,119,4.042,study1
56,peppy,58,209,6.416,study1
56,sleepy,6,-217,3.816,study1
56,surprised,-17,7,8.196,study1
56,sluggish,-125,-198,6.501,study1
56,satisfied,231,106,5.959,study1
56,disappointed,-30,-97,5.3,study1
56,annoyed,-74,196,25.048,study1
56,relaxed,136,-202,6.035,study1
56,happy,180,175,5.37,study1
56,calm,10,-165,5.2,study1
56,afraid,-210,207,6.506,study1
56,aroused,17,220,5.97,study1
56,sad,-136,-39,4.598,study1
56,angry,-195,210,3.963,study1
56,disgusted,-173,104,4.197,study1
56,still,-1,-1,5.329,study1
56,quiet,0,-121,4.374,study1
56,neutral,0,0,3.538,study1
57,peppy,157,180,5.08,study1
57,aroused,6,239,3.015,study1
57,sleepy,4,-224,4.717,study1
57,disgusted,-241,-98,5.063,study1
57,sad,-245,-243,3.804,study1
57,disappointed,-77,-60,6.052,study1
57,annoyed,-78,-31,3.741,study1
57,enthusiastic,45,35,2.973,study1
57,nervous,-147,-245,5.801,study1
57,surprised,120,-56,3.936,study1
57,still,112,-115,3.225,study1
57,calm,188,-78,2.814,study1
57,relaxed,240,-71,4.584,study1
57,sluggish,-99,-191,5.069,study1
57,afraid,-241,-246,2.726,study1
57,angry,-117,107,4.307,study1
57,satisfied,137,168,3.062,study1
57,neutral,1,0,3.964,study1
57,happy,46,187,2.331,study1
57,quiet,83,-102,4.264,study1
58,still,-1,-147,8.718,study1
58,disappointed,-164,-82,6.632,study1
58,nervous,-164,172,6.079,study1
58,annoyed,-63,41,7.048,study1
58,neutral,0,0,3.791,study1
58,afraid,-188,203,5.203,study1
58,calm,88,-141,7.412,study1
58,sluggish,-53,-150,5.725,study1
58,peppy,72,157,6.324,study1
58,quiet,1,-127,9.334,study1
58,sad,-199,-152,8.327,study1
58,angry,-192,207,3.321,study1
58,sleepy,10,-192,5.876,study1
58,satisfied,122,-20,6.887,study1
58,relaxed,132,-184,5.015,study1
58,disgusted,-87,32,5.591,study1
58,aroused,176,187,4.722,study1
58,surprised,32,150,5.628,study1
58,happy,211,115,4.141,study1
58,enthusiastic,142,176,7.448,study1
59,enthusiastic,172,46,11.986,study1
59,nervous,-208,-21,9.577,study1
59,sad,-233,-15,4.04,study1
59,quiet,19,-213,6.743,study1
59,disappointed,-224,-10,20.145,study1
59,sleepy,25,-208,4.447,study1
59,surprised,185,182,10.37,study1
59,peppy,217,189,4.398,study1
59,annoyed,-193,-187,4.12,study1
59,angry,-197,218,5.464,study1
59,afraid,-157,221,3.195,study1
59,sluggish,-57,-229,4.795,study1
59,aroused,35,214,4.983,study1
59,satisfied,224,54,5.749,study1
59,relaxed,211,-50,4.557,study1
59,disgusted,-215,152,4.549,study1
59,happy,164,182,3.501,study1
59,still,45,-214,4.727,study1
59,neutral,5,6,5.19,study1
59,calm,35,-220,4.264,study1
60,sluggish,-162,-164,6.226,study1
60,still,183,-128,4.226,study1
60,angry,-130,189,4.28,study1
60,annoyed,-131,-109,4.877,study1
60,neutral,3,0,2.986,study1
60,sad,-137,-189,5.347,study1
60,calm,182,-167,3.089,study1
60,quiet,134,-134,3.139,study1
60,peppy,152,142,3.316,study1
60,sleepy,145,-181,4.795,study1
60,satisfied,122,-103,3.53,study1
60,disappointed,-160,-116,3.056,study1
60,enthusiastic,105,129,3.151,study1
60,surprised,119,183,2.936,study1
60,disgusted,-162,168,3.571,study1
60,afraid,-108,200,2.773,study1
60,nervous,-147,188,7.558,study1
60,aroused,179,189,3.075,study1
60,relaxed,180,-167,2.73,study1
60,happy,158,197,2.674,study1
61,satisfied,199,-66,6.983,study1
61,surprised,-39,208,3.906,study1
61,annoyed,-188,156,6.265,study1
61,calm,163,-170,4.775,study1
61,quiet,32,-219,5.19,study1
61,happy,247,197,3.328,study1
61,sad,-234,52,4.403,study1
61,relaxed,135,-219,2.917,study1
61,angry,-239,242,3.32,study1
61,aroused,44,226,6.653,study1
61,enthusiastic,78,232,4.655,study1
61,peppy,180,181,3.323,study1
61,disappointed,-237,-164,3.851,study1
61,disgusted,-239,243,4.132,study1
61,still,5,-237,4.556,study1
61,afraid,-247,246,4.003,study1
61,nervous,-127,213,3.959,study1
61,sluggish,0,-235,3.503,study1
61,sleepy,-33,-233,3.145,study1
61,neutral,0,2,4.989,study1
62,surprised,1,223,6.909,study1
62,enthusiastic,210,223,3.732,study1
62,disappointed,-110,-192,4.455,study1
62,calm,2,1,3.562,study1
62,quiet,0,-210,4.731,study1
62,sluggish,-59,-55,5.754,study1
62,afraid,-155,215,3.782,study1
62,nervous,-106,166,6.478,study1
62,peppy,196,186,4.906,study1
62,sleepy,0,-210,3.788,study1
62,angry,-197,220,8.13,study1
62,sad,-228,91,5.378,study1
62,neutral,0,-2,4.117,study1
62,happy,220,2,4.032,study1
62,satisfied,89,2,5.661,study1
62,disgusted,-128,178,4.266,study1
62,still,1,2,3.738,study1
62,annoyed,-181,2,3.99,study1
62,aroused,1,220,4.277,study1
62,relaxed,1,-202,4.713,study1
63,sad,-138,-2,42.896,study1
63,disgusted,-212,237,13.994,study1
63,disappointed,-148,-3,11.016,study1
63,satisfied,191,234,8.642,study1
63,peppy,212,243,5.691,study1
63,sluggish,-1,-131,9.59,study1
63,still,1,0,4.937,study1
63,angry,-221,233,4.658,study1
63,nervous,-1,95,9.483,study1
63,relaxed,96,-82,5.448,study1
63,aroused,4,240,4.89,study1
63,quiet,-3,0,3.765,study1
63,afraid,-190,192,6.628,study1
63,annoyed,-95,79,5.324,study1
63,sleepy,-1,-241,4.246,study1
63,neutral,-1,1,5.113,study1
63,enthusiastic,196,233,4.655,study1
63,surprised,1,227,9.445,study1
63,calm,-1,-1,4.673,study1
63,happy,232,-1,5.891,study1
64,angry,-201,219,17.557,study1
64,quiet,222,-25,6.943,study1
64,enthusiastic,131,191,6.955,study1
64,calm,204,-20,7.69,study1
64,still,6,-10,5.113,study1
64,annoyed,-197,34,7.25,study1
64,afraid,-28,98,7.27,study1
64,nervous,-201,152,7.688,study1
64,sad,-118,-178,9.777,study1
64,disappointed,-163,-48,7.129,study1
64,peppy,137,138,4.434,study1
64,relaxed,202,-17,12.114,study1
64,sleepy,26,-239,8.996,study1
64,sluggish,21,-236,7.87,study1
64,disgusted,-191,58,10.824,study1
64,aroused,25,214,5.153,study1
64,satisfied,184,66,5.467,study1
64,surprised,33,169,5.732,study1
64,neutral,-6,0,4.551,study1
64,happy,218,220,5.467,study1
65,relaxed,221,-219,9.568,study1
65,satisfied,245,10,10.593,study1
65,sleepy,2,-235,6.556,study1
65,peppy,43,194,4.152,study1
65,nervous,-85,182,4.142,study1
65,surprised,0,194,5.625,study1
65,sad,-126,-40,5.121,study1
65,calm,40,-148,6.524,study1
65,disgusted,-236,152,6.235,study1
65,annoyed,-92,92,3.861,study1
65,neutral,0,0,4.797,study1
65,enthusiastic,122,120,4.685,study1
65,afraid,-174,64,5.345,study1
65,happy,235,92,6.523,study1
65,aroused,-1,213,6.157,study1
65,angry,-215,171,4.804,study1
65,disappointed,-173,18,5.53,study1
65,quiet,0,-165,3.996,study1
65,sluggish,-12,-145,5.769,study1
65,still,1,2,6.181,study1
66,sad,-175,-125,13.2,study1
66,disappointed,-99,40,7.426,study1
66,aroused,0,149,3.797,study1
66,calm,148,-128,3.927,study1
66,afraid,-135,156,3.08,study1
66,sluggish,-131,-166,4.443,study1
66,relaxed,47,-120,6.054,study1
66,annoyed,-148,97,3.846,study1
66,still,3,-150,4.558,study1
66,disgusted,-130,75,5.099,study1
66,surprised,3,114,5.128,study1
66,angry,-82,156,3.072,study1
66,happy,80,60,3.599,study1
66,neutral,-5,3,3.085,study1
66,nervous,-136,90,6.805,study1
66,sleepy,1,-164,4.541,study1
66,quiet,1,-60,3.326,study1
66,enthusiastic,116,145,3.152,study1
66,peppy,53,147,2.987,study1
66,satisfied,16,154,4.288,study1
67,satisfied,19,39,11.661,study1
67,sad,-104,-79,6.445,study1
67,surprised,-1,199,6.574,study1
67,nervous,-140,128,4.153,study1
67,enthusiastic,144,146,3.364,study1
67,still,67,-69,6.263,study1
67,peppy,46,124,4.974,study1
67,calm,88,-96,5.191,study1
67,disgusted,-86,31,3.906,study1
67,sleepy,-1,-154,4.984,study1
67,relaxed,148,-42,10.104,study1
67,aroused,83,173,4.029,study1
67,happy,173,136,3.627,study1
67,angry,-148,200,6.21,study1
67,afraid,-42,153,4.049,study1
67,quiet,2,-136,6.727,study1
67,disappointed,-91,-41,5.632,study1
67,neutral,-1,1,4.78,study1
67,annoyed,-19,98,3.928,study1
67,sluggish,-103,-108,5.542,study1
68,still,15,-212,14.302,study1
68,sluggish,-185,-183,5.325,study1
68,happy,238,238,6.544,study1
68,aroused,3,244,6.923,study1
68,satisfied,125,115,3.727,study1
68,annoyed,-128,-110,3.886,study1
68,peppy,236,228,6.274,study1
68,sleepy,-1,-204,59.785,study1
68,relaxed,95,-207,4.876,study1
68,quiet,19,-210,4.901,study1
68,afraid,-205,193,56.674,study1
68,enthusiastic,234,235,8.905,study1
68,angry,-224,219,5.335,study1
68,neutral,-4,-3,6.558,study1
68,sad,-214,87,6.103,study1
68,disgusted,-214,149,8.101,study1
68,surprised,123,219,9.727,study1
68,calm,2,-222,8.316,study1
68,disappointed,-221,34,58.97,study1
68,nervous,-126,230,9.454,study1
69,aroused,-1,223,9.92,study1
69,satisfied,61,94,3.657,study1
69,surprised,-43,215,5.315,study1
69,disgusted,-83,230,3.159,study1
69,calm,-2,-4,3.858,study1
69,nervous,-177,148,6.37,study1
69,annoyed,-220,37,6.523,study1
69,still,1,-2,4.433,study1
69,neutral,1,-3,4.283,study1
69,disappointed,-189,-35,3.711,study1
69,sad,-230,26,5.995,study1
69,relaxed,1,-1,3.877,study1
69,angry,-216,143,3.859,study1
69,happy,174,64,3.562,study1
69,peppy,11,20,2.707,study1
69,afraid,-193,169,2.633,study1
69,enthusiastic,99,197,2.687,study1
69,quiet,1,0,3.858,study1
69,sluggish,-185,-44,3.12,study1
69,sleepy,-17,-5,5.332,study1
70,neutral,2,1,11.253,study1
70,happy,238,0,8.029,study1
70,sad,-236,-2,4.315,study1
70,disappointed,-4,0,8.889,study1
70,nervous,1,235,5.435,study1
70,sleepy,0,-238,6.522,study1
70,relaxed,0,-236,3.414,study1
70,angry,-236,0,4.184,study1
70,sluggish,1,-235,4.512,study1
70,calm,1,-230,4.728,study1
70,satisfied,239,2,7.396,study1
70,afraid,-236,1,3.17,study1
70,quiet,4,-237,4.558,study1
70,disgusted,-235,-2,7.495,study1
70,annoyed,-1,237,3.765,study1
70,aroused,0,237,4.856,study1
70,still,1,-236,5.643,study1
70,peppy,2,236,3.541,study1
70,enthusiastic,238,-1,5.28,study1
70,surprised,0,235,3.536,study1
71,calm,209,-221,6.102,study1
71,satisfied,234,171,5.395,study1
71,annoyed,-225,193,3.581,study1
71,quiet,7,-222,4.103,study1
71,still,67,-229,4.934,study1
71,happy,222,224,2.961,study1
71,sad,-216,-22,4.709,study1
71,nervous,-231,230,3.283,study1
71,neutral,0,1,4.776,study1
71,aroused,0,236,6.339,study1
71,angry,-240,237,2.756,study1
71,sluggish,-231,-239,3.996,study1
71,afraid,-233,192,7.06,study1
71,disappointed,-226,70,5.615,study1
71,peppy,225,229,3.099,study1
71,relaxed,239,-243,3.926,study1
71,sleepy,-1,-239,5.891,study1
71,surprised,60,239,3.552,study1
71,disgusted,-236,139,34.492,study1
71,enthusiastic,222,236,2.735,study1
72,surprised,57,175,9.29,study1
72,angry,157,132,10.591,study1
72,nervous,140,110,4.456,study1
72,disappointed,-124,-91,15.72,study1
72,sad,-94,46,6.811,study1
72,annoyed,-122,153,4.996,study1
72,sluggish,-47,-85,3.617,study1
72,quiet,-43,-139,2.101,study1
